10	420	2214	2223	2214	420	2590
10	193	2549	2608	519	2549	280
192	510	519	193	192	519	10
192	193	280	10	280	193	192
192	439	192	193	280	2549	280
193	519	510	2223	519	190	2223
193	74	1928	2124	2114	1928	2124
193	10	420	192	280	10	192
280	10	192	519	510	356	510
280	2549	519	193	192	519	705
280	10	519	10	519	705	519
420	10	193	74	505	74	871
420	10	280	193	280	2549	519
420	193	280	10	519	190	2223
519	2549	193	10	193	74	1676
519	2549	519	10	280	192	439
519	420	193	10	519	705	1910
11	624	163	2604	168	2604	2330
11	624	700	624	659	695	659
11	659	11	624	572	747	91
624	572	747	458	747	205	745
624	112	624	700	879	700	879
624	700	624	700	624	700	747
659	625	700	747	741	687	1704
659	163	1098	163	1689	38	219
659	11	659	11	624	659	163
12	84	715	84	12	155	513
12	155	117	513	452	347	999
12	84	155	117	452	347	999
84	1803	1913	1803	84	715	84
84	1241	1147	1241	84	998	347
84	1803	99	2578	99	759	161
155	513	452	347	713	347	998
155	84	155	84	27	84	347
155	12	155	513	117	155	12
13	1234	937	426	2431	1919	1007
13	1234	1510	790	1510	1234	1510
13	482	578	1122	578	1122	799
482	578	1877	717	523	508	2326
482	13	482	251	2560	251	6
482	578	13	1234	13	578	1877
578	1333	1136	1142	1136	1516	833
578	13	1234	977	1234	1275	2291
578	482	551	523	870	523	870
1234	937	426	1486	426	2431	2426
1234	1226	1290	2169	1290	893	1290
1234	1226	1290	893	1174	303	2091
31	14	31	250	427	916	2686
31	1116	1593	1288	1414	1287	1414
31	1116	611	1763	639	250	107
232	14	708	14	232	14	393
232	14	0	8	258	8	14
232	14	384	14	736	250	170
242	1006	2360	400	555	556	2354
242	574	549	453	2092	453	591
242	1006	2360	1006	1025	1449	1025
268	616	268	232	268	2571	1878
268	232	14	736	14	435	14
268	14	613	268	232	14	736
384	14	0	8	258	8	751
384	14	232	14	232	613	14
384	14	746	299	1827	1962	2509
393	157	1289	1452	560	1375	157
393	157	979	68	1979	1845	1979
393	157	766	181	662	518	181
400	2360	2004	672	2653	1363	2653
400	2354	400	555	400	258	1031
400	2360	2004	2360	672	535	1560
437	14	400	2360	2004	672	456
437	14	400	258	751	544	751
437	14	443	14	746	14	400
443	14	437	14	242	14	400
443	14	746	299	2110	1827	2224
443	14	232	14	437	14	8
613	616	613	2107	2574	427	954
613	2107	1953	2107	2574	2107	2574
613	2571	2496	2107	613	14	544
708	250	708	14	435	0	435
708	14	0	14	746	299	596
708	250	76	869	1374	1548	76
736	1116	1593	1288	1461	1593	1288
736	14	437	14	437	14	400
736	1116	1593	1461	1357	1461	1357
746	299	1827	1962	2509	1962	1827
746	299	2083	1827	2224	1827	2110
746	14	0	258	8	0	544
15	254	15	701	638	2171	2031
15	254	1176	1285	1176	2272	1176
15	152	1383	152	15	701	638
80	2044	2683	668	2413	2373	1366
80	15	322	1644	2616	986	1644
80	15	152	15	152	1383	152
129	1973	2451	2446	2451	2446	247
129	1204	2624	2429	2281	1134	2281
129	538	1036	1662	1036	538	2165
152	1383	152	15	253	2670	253
152	1383	152	15	253	15	399
152	15	234	747	703	747	235
234	15	538	1689	1738	1689	1738
234	747	110	747	72	745	72
234	747	18	745	91	745	1885
253	2670	489	238	193	420	439
253	1815	489	2670	1815	253	1815
253	2670	1815	2670	1815	489	2670
254	15	152	15	80	2044	2683
254	15	253	15	234	747	175
254	1176	1123	1176	254	1176	1285
322	1644	2616	986	136	2543	2440
322	160	1857	2020	1857	125	160
322	1644	2616	986	2484	986	1644
399	1251	1250	399	1250	399	1251
399	1251	1250	1251	1250	399	1251
399	15	399	15	399	427	2448
538	1204	129	2451	129	22	1790
538	2193	129	22	191	22	129
538	2193	129	2193	2165	2193	2165
701	1644	322	967	306	554	875
701	1644	1964	1595	1824	2006	1824
701	1644	378	585	2091	1539	378
16	552	446	552	210	295	1316
16	466	565	1859	621	471	1045
16	466	16	466	552	653	552
466	565	92	1259	92	136	1479
466	16	466	16	1697	929	71
466	565	2629	565	60	552	220
566	173	565	57	967	109	488
566	1816	559	2341	559	1378	239
566	2485	565	128	294	566	1544
1697	1667	740	1683	740	164	740
1697	1667	740	164	740	929	1559
1697	804	1585	804	1585	565	367
17	146	17	146	747	685	747
17	146	747	458	745	962	829
17	146	427	1274	427	461	427
146	17	146	17	146	427	1283
146	17	146	17	146	17	146
146	17	146	747	110	687	1704
18	745	91	745	18	1932	1912
18	866	18	1932	2024	427	1318
18	747	202	204	202	204	1645
127	124	2400	127	747	655	198
127	2400	1916	2400	127	745	771
127	2400	1916	2400	127	2400	124
427	1274	1305	1575	163	1410	1153
427	312	772	312	577	2034	577
427	954	1461	304	250	427	2574
745	561	747	204	1645	204	202
745	36	1066	36	257	36	2390
745	771	72	747	561	747	283
747	763	241	763	241	763	1879
747	104	747	779	1203	881	74
747	609	747	685	217	2355	763
866	890	866	18	745	1157	1704
866	890	866	890	18	890	18
866	890	866	18	127	124	127
890	866	890	866	18	1932	1912
890	866	890	18	745	1157	687
890	866	18	747	91	745	561
1932	1912	1932	18	866	890	18
1932	18	745	477	294	191	448
1932	576	355	1562	1637	157	916
19	74	867	1493	774	1493	774
19	571	19	571	2694	2495	1762
19	571	2694	2495	571	2694	1762
74	547	430	223	430	208	1270
74	2284	1293	1600	411	2232	2058
74	871	1591	871	74	1676	1146
571	424	571	1762	2694	2495	58
571	424	571	19	571	2331	571
571	2495	1762	2694	2331	2694	571
20	267	732	1897	25	1897	1003
20	334	20	640	574	1827	299
20	640	109	884	109	640	20
25	1181	1431	861	1431	861	1678
25	456	2099	456	2653	456	2099
25	778	25	1897	2146	2182	1835
267	459	109	640	635	632	683
267	334	20	334	20	267	20
267	732	1897	732	20	334	20
334	20	732	1897	25	778	25
334	20	640	287	591	2182	2633
334	20	334	20	25	778	25
640	287	549	672	1293	1592	1176
640	130	640	635	474	698	427
640	574	242	14	8	0	435
732	640	1897	732	20	732	1897
732	640	2054	640	574	2475	591
732	1897	640	1897	2146	1003	1364
21	1378	1440	1378	239	552	16
21	294	502	565	2629	738	1727
21	567	502	565	773	656	650
294	103	471	1859	471	1045	471
294	21	438	692	296	438	21
294	128	294	153	747	763	241
438	616	2046	268	616	438	616
438	692	296	692	378	2291	1275
438	79	438	710	847	1032	1335
567	21	567	277	567	385	565
567	277	552	636	2204	846	1533
567	1828	2014	562	2018	1828	567
1378	882	523	1687	523	1921	2402
1378	1540	1459	2078	1459	45	220
1378	970	1396	970	567	1828	2014
22	129	2165	538	1036	1662	1036
22	163	309	163	1099	163	1218
22	1790	523	870	523	1790	415
163	1850	2554	163	1139	780	1598
163	1571	2202	1303	2347	2254	2347
163	624	572	624	700	625	700
191	294	465	2027	465	294	1672
191	395	191	163	1379	163	42
191	163	1127	938	2196	938	611
1790	22	1790	565	671	565	564
1790	523	188	139	188	189	188
1790	2334	209	2704	2407	1631	2604
2257	2444	500	247	563	500	563
2257	22	2257	22	191	22	1790
2257	22	1790	523	565	564	294
23	759	93	759	99	1852	99
23	41	1716	1982	41	115	138
23	41	2456	1742	2456	1742	2456
41	1713	1991	1713	2510	1713	1982
41	1716	138	1713	1982	41	115
41	1982	1716	1713	2510	2362	1870
759	161	684	779	1203	779	747
759	23	759	292	904	1733	41
759	161	684	525	1419	1550	84
24	269	24	39	82	548	1860
24	269	24	269	24	269	24
24	269	24	39	24	269	24
39	24	269	24	269	24	269
39	82	239	1378	239	552	466
39	24	269	24	39	82	410
269	24	39	24	269	24	39
269	24	39	24	269	24	39
269	24	269	24	39	82	1553
456	672	591	2182	2633	2182	1003
456	672	2360	1386	672	574	672
456	2455	456	1296	1198	1296	109
778	109	635	474	635	375	635
778	25	456	672	1343	1456	1343
778	109	171	114	171	114	171
1181	25	1897	732	1897	732	640
1181	569	1181	1431	861	1236	1227
1181	25	1897	2146	1897	640	287
1897	640	732	267	732	1897	25
1897	732	20	732	20	732	640
1897	732	20	267	459	109	635
26	747	489	46	489	747	680
26	1129	1222	809	1639	809	1080
26	2612	26	2612	724	2612	1903
1129	919	809	1080	814	812	809
1129	1190	1129	1222	1129	1190	1321
1129	1222	809	814	1080	809	1639
2612	2625	2612	724	747	779	542
2612	26	2612	1903	2612	2625	2612
2612	1903	2612	2625	2612	724	2612
27	532	27	84	1240	998	1241
27	532	27	84	27	532	27
27	532	27	84	27	84	1347
532	27	532	27	84	347	999
532	27	84	12	84	1347	84
532	27	532	27	532	27	532
28	611	716	611	1499	1050	1306
28	1606	409	1298	1285	1176	1354
28	611	1488	980	1488	980	1488
586	28	1606	409	753	405	1592
586	28	1606	1293	1592	1293	1606
586	28	1606	409	753	444	753
611	601	1741	565	466	566	449
611	1732	2225	2423	853	1053	1568
611	511	611	1079	1718	157	2019
1606	826	1237	826	1606	2381	2667
1606	1293	672	2040	1006	2360	1386
1606	826	1273	1422	1657	1422	828
1718	2413	2373	1366	1373	565	1859
1718	28	1606	28	611	1763	2611
1718	1373	1366	1373	1366	2513	310
29	429	1514	1333	1224	163	2196
29	426	335	426	318	1173	1328
29	429	1290	1644	701	638	2541
319	1273	826	1422	828	1457	163
319	29	319	1273	686	225	686
319	29	429	1514	1333	1467	163
382	29	382	1236	861	1236	861
382	29	426	1187	426	1187	426
382	29	426	318	686	430	2343
426	1576	1595	2346	1595	1862	1863
426	29	429	1514	429	29	426
426	1486	426	2431	1919	638	1027
429	1290	1019	862	638	1460	638
429	1514	429	29	382	29	429
429	1290	1019	926	1112	1073	1569
30	2276	486	1278	583	2568	289
30	2276	486	1278	583	2398	583
30	285	30	679	30	231	486
231	285	30	679	32	679	32
231	30	1148	1597	1148	285	1148
231	285	231	486	285	486	2276
285	30	231	30	285	30	231
285	486	64	284	583	1214	523
285	231	30	2276	486	64	289
679	30	285	1148	30	1148	1597
679	30	231	486	1597	1534	1278
679	30	2276	1864	1854	2482	1855
1148	285	1148	285	486	1278	1534
1148	1534	1122	717	2568	717	188
1148	1355	1047	603	670	603	670
2276	486	285	30	231	486	284
2276	486	1148	30	2276	486	1597
2276	486	1597	1138	806	1354	1465
250	639	250	108	1288	108	898
250	708	250	577	1532	782	1532
250	76	392	76	2390	36	1066
1116	1593	1116	611	716	611	718
1116	736	250	708	1116	611	718
1116	736	1116	1593	978	1825	978
32	679	30	2276	486	1148	1597
32	679	30	2276	486	1278	583
32	679	30	231	30	231	285
33	1701	832	1701	1591	1701	832
33	1701	33	1591	36	1974	2227
33	1591	1050	1171	1050	1306	1050
1591	33	1701	36	1974	2227	1923
1591	33	1701	832	1052	600	205
1591	33	250	736	250	498	108
1701	832	1701	33	250	499	1287
1701	1591	1050	1492	1724	1508	1724
1701	33	250	639	1763	745	127
34	559	1816	566	472	552	92
34	566	333	566	2480	565	244
34	35	34	35	34	566	1782
35	34	35	34	66	69	66
35	34	559	552	601	1741	1841
35	34	565	882	575	552	473
66	2441	66	2310	2583	1173	1328
66	69	66	288	1377	1642	1377
66	1698	1626	1735	983	1302	983
559	167	552	554	446	554	875
559	1816	566	321	1192	2473	434
559	167	554	1859	621	565	548
36	1701	832	1701	1591	1050	1499
36	2390	76	975	76	2390	2227
36	1701	1591	1701	1591	33	250
257	480	2570	1806	2279	2579	2279
257	36	1933	36	745	687	110
257	667	1356	1430	1484	931	1053
1066	1052	1051	2576	2678	2576	2678
1066	36	1933	2660	1933	36	2390
1066	36	2390	36	1933	36	257
1933	2660	558	1641	1086	1076	2461
1933	748	1933	36	745	127	745
1933	36	1066	36	1701	36	1701
1974	36	1974	667	1928	74	604
1974	2227	1974	667	2227	1974	667
1974	667	1928	2124	1928	2570	1928
2072	667	2227	1923	2114	2124	1928
2072	667	480	2570	667	2570	1928
2072	2227	1974	667	2072	2227	1923
2390	76	694	76	181	766	181
2390	36	1066	1052	1051	2576	1051
2390	74	604	74	2390	76	869
37	563	500	1767	500	2444	2257
37	563	163	1530	2089	1603	2089
37	563	37	563	37	563	500
563	219	1404	219	712	1965	712
563	38	372	38	372	273	372
563	247	2446	247	982	910	1253
38	1689	163	1274	163	781	163
38	563	219	1689	538	2193	538
38	273	372	273	38	563	37
219	846	2204	636	2233	636	764
219	1404	163	606	163	2077	743
219	757	846	781	1533	846	219
273	38	273	38	1689	538	1036
273	372	38	219	712	219	1738
273	372	273	38	219	563	247
372	38	219	712	1965	2089	1965
372	38	372	38	273	372	273
372	273	38	219	1689	538	2165
1689	163	1971	995	1232	2211	854
1689	538	1204	2624	1931	2402	1921
1689	163	2077	2030	2659	163	1069
82	239	552	57	552	472	650
82	410	298	552	57	565	118
82	295	210	295	471	2	552
40	761	9	761	40	761	9
40	761	40	761	40	761	40
40	761	40	761	535	761	535
94	126	2208	126	2208	2234	2208
94	41	23	759	23	759	99
94	41	2456	1742	2456	48	2682
115	41	115	2153	2022	2008	2022
115	2153	889	2153	2002	2510	1978
115	2421	2590	388	2590	519	10
352	1372	352	904	292	904	892
352	1372	896	1372	896	1372	352
352	41	352	41	533	41	352
533	41	725	48	2456	48	1783
533	777	533	41	1716	1982	41
533	41	533	41	94	41	1716
725	41	1713	1982	1713	1870	1713
725	93	759	292	904	352	41
725	93	725	93	759	93	725
888	896	468	1713	1978	2510	1978
888	896	468	182	468	182	468
888	1731	888	41	352	1372	904
889	904	352	41	23	759	23
889	892	1716	892	1716	1991	2510
889	892	1716	1982	41	94	126
892	138	892	1716	2153	2002	1713
892	138	115	2153	1713	1991	1716
892	889	2153	1716	41	725	41
1713	2510	1713	1992	1713	1982	1716
1713	2153	2008	2153	1713	892	1713
1713	1978	2510	2362	1870	2362	1870
1716	892	41	1716	41	352	904
1716	1713	2510	2362	1870	1713	41
1716	1982	2153	1982	1713	1992	1713
1733	904	1733	904	889	904	352
1733	904	352	1372	352	1372	352
1733	904	292	904	115	2153	1716
1982	2153	1977	2318	1977	2219	2008
1982	1716	1991	1716	1713	1716	892
1982	1716	1991	2510	416	137	138
2456	48	725	48	2682	2348	1783
2456	41	533	777	533	777	533
2456	41	533	777	533	777	533
42	163	129	1973	247	1261	1117
42	188	757	163	1225	163	2316
42	189	188	42	189	42	188
188	415	1832	2334	1790	2334	602
188	189	188	262	1980	2202	1303
188	755	188	163	1178	1476	1277
189	42	163	1696	1334	1130	1334
189	2102	2664	189	188	120	2175
189	2102	144	188	163	22	1790
793	1333	163	1110	1016	1729	1110
793	856	1153	1205	163	2259	1257
793	1380	793	1069	422	1069	1455
43	576	1014	1091	676	605	476
43	576	1526	576	1524	1245	1243
43	747	315	747	588	294	699
576	1814	570	1922	576	1524	570
576	293	576	1014	1091	1288	787
576	293	387	293	387	293	576
44	686	634	686	1698	686	1698
44	2428	1860	548	82	1378	559
44	686	318	426	1275	1234	1187
88	208	430	1207	378	2447	2010
88	587	427	205	745	2325	611
88	225	2428	2042	2428	116	2428
686	2557	686	635	208	635	430
686	683	430	634	430	1020	1337
686	760	2428	1860	548	552	277
2428	44	88	208	635	686	2557
2428	1860	906	74	2335	74	622
2428	760	686	225	88	208	430
45	490	45	1459	45	1459	1687
45	1459	1137	1459	2078	1459	804
45	490	492	45	492	2323	788
220	45	492	565	554	446	554
220	45	220	490	492	213	734
220	295	210	295	565	410	82
492	565	1438	294	665	747	112
492	213	492	565	1546	565	82
492	734	490	734	492	213	492
1459	1540	1118	1540	1443	1540	842
1459	804	1664	804	1585	738	564
1459	2078	1459	775	162	173	162
46	489	301	46	238	1815	253
46	238	1815	238	489	747	104
46	238	193	238	193	74	1103
238	46	238	489	238	1815	489
238	193	280	10	192	193	2549
238	301	489	46	238	1815	2671
301	238	301	46	489	1815	489
301	46	489	747	458	745	1704
301	238	1815	2670	489	46	867
489	238	489	238	46	867	46
489	301	238	193	420	439	192
489	238	193	519	2448	427	312
867	46	301	238	1815	2670	1815
867	46	867	74	345	261	626
867	1493	1732	2423	2657	2423	550
47	87	47	87	383	87	47
47	87	2245	2471	2245	2243	831
47	87	719	1133	1666	1133	719
87	2245	2471	2245	2471	2245	2243
87	47	87	47	87	2021	2428
87	47	87	2021	2218	2337	2610
48	2682	2348	2682	2348	2682	2348
48	725	41	94	126	2208	2313
48	2456	41	115	41	352	41
1783	2348	2682	48	725	48	1783
1783	2348	2682	48	1783	48	2456
1783	48	725	48	1783	2348	1783
2682	2348	2682	48	725	93	759
2682	2348	2682	2348	2682	48	1783
2682	48	1783	48	725	48	1783
49	581	49	643	150	50	150
49	581	580	1212	1552	1554	901
49	643	49	643	150	50	643
581	50	150	50	581	49	643
581	50	643	583	64	486	284
581	222	581	580	581	580	1212
643	222	581	580	1126	1497	901
643	150	643	50	643	150	643
643	1904	643	150	50	583	1126
50	643	49	581	580	1497	580
50	583	1278	486	1597	1138	2706
50	583	1214	583	2371	2489	2372
150	643	1121	1344	1345	1344	1345
150	50	583	50	643	49	581
150	50	581	50	583	1214	583
583	643	50	581	222	581	222
583	1214	583	2371	2489	643	2489
583	1278	289	612	289	64	583
51	2559	260	619	260	2166	971
51	645	211	1527	2561	1908	2561
51	2559	2076	211	1527	2088	248
645	211	2076	1527	2524	1894	2144
645	312	577	1532	782	1532	925
645	312	427	2024	1778	2024	737
772	742	1240	772	2167	2088	2525
772	768	772	768	772	2166	2167
772	2167	772	1240	1527	260	2166
2559	1747	2160	2434	2069	2434	1747
2559	51	2559	51	2559	1241	2559
2559	2076	772	1240	912	1241	912
52	2487	1823	2580	136	1776	2543
52	2487	52	478	479	1354	1089
52	228	52	2580	52	228	900
228	323	1322	1020	1328	1155	1407
228	2465	638	2171	638	89	635
228	900	1533	900	1351	900	228
430	1569	208	1270	2342	2593	430
430	2343	1618	1220	1608	1220	1484
430	1617	430	2487	430	381	686
478	303	1174	902	965	1481	910
478	96	478	618	638	521	1081
478	396	378	1238	1500	1267	344
2487	1823	2487	136	1776	2543	2409
2487	1823	2487	136	1539	638	1312
2487	1823	2487	52	228	52	430
2580	136	2635	2231	136	92	2438
2580	52	2487	52	2487	52	2580
2580	1823	2487	1823	2487	52	2487
53	243	357	803	1563	357	803
53	1439	53	1563	357	243	53
53	243	728	243	53	1439	53
243	357	2089	1530	145	1530	1218
243	728	1466	943	1646	145	1530
243	357	537	357	2089	1603	1117
803	1439	53	1439	803	1563	53
803	357	537	606	537	1204	2624
803	53	1563	803	53	803	357
1439	53	803	53	1439	803	1563
1439	803	53	1439	53	803	53
1439	53	803	1563	803	53	1563
1563	357	803	1439	803	53	803
1563	53	1563	357	537	1204	538
1563	357	2089	357	803	1563	357
54	1687	1189	1687	898	1687	773
54	615	555	2354	453	549	453
54	1687	523	1616	565	244	750
523	277	294	566	671	552	298
523	283	747	719	609	719	520
523	551	2473	2551	2473	1192	2473
615	98	615	98	1954	321	2305
615	556	615	556	2360	574	1006
615	555	556	2354	453	1449	1025
712	681	712	54	2334	1588	1114
712	681	712	681	712	219	38
712	54	615	556	615	54	615
1687	870	523	910	966	965	1481
1687	870	1687	523	565	425	85
1687	773	656	650	472	650	1557
2334	1790	22	129	2363	1969	2051
2334	602	2334	209	415	1737	1736
2334	2103	2334	2353	415	523	2442
55	361	55	844	1184	860	1940
55	1832	1831	1832	1836	1831	1832
55	844	974	970	567	277	294
361	55	361	55	163	1380	1611
361	55	1832	415	523	277	294
361	55	1905	163	966	1140	964
844	974	970	974	970	1533	900
844	1784	163	266	262	1980	262
844	1784	380	1784	844	55	361
1784	380	934	844	1184	781	1533
1784	2688	1840	2705	1839	2688	1840
1784	163	145	2296	2251	2296	145
1832	1836	415	2103	2334	1832	1831
1832	2334	2353	2334	1836	1831	1836
1832	1831	163	290	2220	2226	2139
1905	55	844	55	361	55	844
1905	163	2274	2237	2170	2237	2274
1905	55	844	55	1905	163	189
56	778	56	967	847	1402	847
56	1027	1336	1478	1336	1027	378
56	967	57	565	2442	2118	2442
967	56	778	56	778	25	1897
967	957	967	847	1468	848	591
967	1394	967	689	967	1032	1335
1027	1322	2539	1428	2617	228	323
1027	56	778	56	967	957	967
1027	56	1027	56	778	109	2315
57	306	552	451	2537	1927	2537
57	967	1561	967	1394	967	957
57	306	1376	1727	565	2672	565
306	1376	1546	63	153	63	1546
306	967	1400	967	848	1739	641
306	57	552	636	764	1311	1140
58	1891	411	2594	411	536	206
58	1891	1149	1323	1145	1323	1062
58	990	58	2495	1762	2694	571
536	58	2495	1762	2694	1762	2495
536	206	1042	1043	1042	1028	1037
536	58	536	411	1600	411	2582
990	805	990	1774	1968	2619	1968
990	58	2495	1762	2694	1762	2495
990	1774	990	1774	2619	328	747
1891	58	536	58	2495	58	1891
1891	1774	1891	1774	990	1774	1968
1891	1149	2044	1149	2044	1149	1891
2495	58	1891	1875	2439	407	1763
2495	2694	1762	2694	571	424	571
2495	571	424	571	2495	2694	571
59	1520	1246	1520	834	1814	570
59	874	59	874	59	1709	839
59	872	59	874	570	872	1520
570	1814	1067	834	1821	1801	1067
570	1243	1524	1381	570	2026	570
570	1524	1520	1245	1520	1526	1524
839	1067	570	1258	570	1520	873
839	1520	834	1821	1801	1814	1067
839	1709	59	872	59	872	59
872	570	576	1014	576	355	576
872	1520	570	212	570	1922	2026
872	570	169	212	169	212	576
874	570	1520	1211	1247	1211	1247
874	839	354	576	731	576	1245
874	570	874	576	2552	2026	1922
1520	1245	1524	1243	1524	1381	576
1520	834	1067	570	1067	576	1524
1520	1200	1520	1258	570	1709	839
1709	59	576	726	1068	359	808
1709	570	1520	839	354	1520	1200
1709	570	576	59	839	576	2552
60	552	305	565	1213	738	621
60	688	60	565	1401	951	1554
60	565	2	565	2472	2476	294
252	294	186	588	747	353	747
252	294	2476	2472	565	477	463
252	688	566	34	35	34	66
562	2014	562	2018	1828	2014	2018
562	1117	247	1117	1225	1117	1114
562	1401	1554	901	1497	1163	1498
688	60	565	2	552	367	483
688	552	671	552	16	466	565
688	1248	66	2294	2380	485	2514
61	240	61	240	61	240	2652
61	240	2308	2652	2637	2652	240
61	240	2308	2652	240	61	240
240	61	240	61	240	2652	2308
240	2308	240	2308	2652	2308	240
240	61	240	61	240	61	240
62	324	185	332	1064	1937	107
62	332	1064	1937	2293	1937	1064
62	2425	423	557	558	1641	1086
324	332	324	327	945	1414	1393
324	185	332	62	332	1064	952
324	326	324	278	326	324	389
332	1064	1937	389	324	327	945
332	62	2425	423	558	1641	71
332	1064	1937	389	1937	389	1937
423	1290	429	29	426	2431	426
423	2425	62	2474	62	324	389
423	558	1555	558	1934	1816	566
945	788	2323	1268	1757	2341	1842
945	327	945	327	1532	327	324
945	1414	1287	945	1287	1397	1393
2425	788	1414	1288	1414	945	788
2425	2341	2425	62	324	389	1937
2425	423	62	332	389	1937	107
2474	2425	423	2425	62	2425	2341
2474	62	423	558	423	557	558
2474	2425	2474	2425	788	2323	492
2566	62	332	1064	1937	623	2341
2566	2531	2566	2531	2566	2531	2566
2566	62	2425	2341	1842	2341	1757
63	739	63	153	63	739	63
63	210	1459	2078	2474	62	2474
63	153	747	609	719	2561	2380
153	294	85	465	294	1353	294
153	747	599	747	43	576	1922
153	747	110	745	962	829	820
210	644	552	412	688	412	552
210	295	210	552	220	295	197
210	63	739	63	153	63	153
739	63	1546	565	465	566	1447
739	63	1546	565	333	463	564
739	63	1546	565	2629	2536	502
1546	63	153	294	633	566	1459
1546	1376	738	2629	2628	565	385
1546	63	210	552	446	554	446
64	289	64	486	1278	486	2276
64	583	1214	523	1931	2277	1277
64	284	583	2568	612	629	1537
284	583	2371	1126	583	1278	486
284	583	1214	523	551	523	565
284	583	1126	583	284	64	284
289	1534	289	1534	1163	1498	2398
289	1278	1534	1556	1534	289	2568
289	1537	1556	1537	629	221	629
486	1148	1534	1556	1534	1163	1497
486	284	486	284	64	583	2568
486	1278	289	1278	289	1537	1348
65	743	163	2451	1973	129	2451
65	744	2316	2030	2128	2030	2659
65	744	2077	744	2316	744	743
743	2030	2128	2030	2128	2030	743
743	2030	744	2077	744	2077	163
743	2030	2316	163	563	219	2563
744	65	743	163	769	163	219
744	743	2077	163	1675	1153	1113
744	743	744	163	2316	744	2077
69	66	2294	649	2294	66	2122
69	66	2122	1855	75	1855	2122
69	66	2310	2607	2074	1636	1684
149	66	69	66	1248	835	688
149	66	2294	1140	965	1673	1573
149	66	2359	2520	2359	2520	2359
183	541	183	454	183	66	288
183	541	1123	1483	1123	1354	1695
183	66	2122	1854	75	288	66
215	696	579	747	229	477	333
215	478	565	842	565	671	565
215	478	396	378	1963	378	1275
288	75	1123	1354	1680	1354	1426
288	75	1354	806	1354	1089	1354
288	75	1123	1674	1123	1176	1123
1248	66	2122	75	2122	75	288
1248	66	2520	66	2122	75	1123
1248	688	207	1536	1518	1536	1728
1531	1154	1531	1154	819	817	1367
1531	1154	1531	983	1302	983	928
1531	66	149	66	2359	2520	2359
1698	686	634	635	177	885	177
1698	686	430	635	722	635	256
1698	686	2541	686	1698	66	2359
2122	1864	2122	75	1855	1864	1854
2122	1864	1855	75	288	2157	66
2122	1864	1855	2075	1855	1864	1855
2157	66	2157	288	75	2122	1864
2157	2565	2157	2565	2157	288	66
